,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Security Code
3658,Future Supply Chain Solutions Limited,FSC,Future Supply Chain Solutions Ltd,Active,B ,10,INE935Q01015,Transportation - Logistics,Equity,540798
3659,MRC Exim Limited,MRCEXIM,Mrc Exim Ltd,Active,M ,10,INE333Y01017,Comm.Trading  & Distribution,Equity,540809
3660,Diggi Multitrade Limited,DML,Diggi Multitrade Ltd,Active,M ,10,INE158R01012,Comm.Trading  & Distribution,Equity,540811
3665,SADHNA BROADCAST LTD,SADHNA,Sadhna Broadcast Ltd,Active,X ,10,INE994R01010,Broadcasting & Cable TV,Equity,540821
3666,Vitesse Agro Limited,VITESSE,Vitesse Agro Ltd,Active,XT,10,INE550U01014,Comm.Trading  & Distribution,Equity,540823
3667,Astron Paper & Board Mill Limited,ASTRON,Astron Paper & Board Mill Ltd,Active,B ,10,INE646X01014,Paper & Paper Products,Equity,540824
3668,Chandrima Mercantiles limited ,CHANDRIMA,Chandrima Mercantiles Ltd,Active,X ,10,INE371F01016,Comm.Trading  & Distribution,Equity,540829
3669,Rithwik Facility Management Services Limited,RITHWIKFMS,Rithwik Facility Management Services Ltd,Active,M ,10,INE819Y01015,Sp.Consumer Services,Equity,540843
3670,Jhandewalas Foods Limited,JFL,Jhandewalas Foods Ltd,Active,M ,10,INE841Y01019,Packaged Foods,Equity,540850
3671,7SEAS ENTERTAINMENT LIMITED,7SEASL,7Seas Entertainment Ltd,Active,X ,10,INE454F01010,Movies & Entertainment,Equity,540874
3672,Apollo Micro Systems Limited,APOLLO,Apollo Micro Systems Ltd,Active,B ,10,INE713T01010,Defence,Equity,540879
3673,Newgen Software Technologies Limited,NEWGEN,Newgen Software Technologies Ltd,Active,T ,10,INE619B01017,IT Consulting & Software,Equity,540900
3674,Praxis Home Retail Limited ,PRAXIS,Praxis Home Retail Ltd,Active,B ,5,INE546Y01022,Specialty Retail,Equity,540901
3675,Amber Enterprises India Limited,AMBER,Amber Enterprises India Ltd,Active,A ,10,INE371P01015,Consumer Electronics,Equity,540902
3676,TIRUPATI FOAM LIMITED,TIRUFOAM,Tirupati Foam Ltd,Active,XT,10,INE115G01015,Furniture-Furnishing-Paints,Equity,540904
3681,SRU Steels Limited,SRUSTEELS,Sru Steels Ltd,Active,XT,10,INE425C01017,Comm.Trading  & Distribution,Equity,540914
3682,Ashoka Metcast Limited,AML,Ashoka Metcast Ltd,Active,M ,10,INE760Y01011,Construction & Engineering,Equity,540923
3683,Galaxy Surfactants Limited,GALAXYSURF,Galaxy Surfactants Ltd,Active,A ,10,INE600K01018,Specialty Chemicals,Equity,540935
3684,Gautam Gems Limited,GGL,Gautam Gems Ltd,Active,B ,10,INE063Z01017,Comm.Trading  & Distribution,Equity,540936
3685,MEDICO REMEDIES LIMITED,MEDICO,Medico Remedies Ltd,Active,M ,10,INE630Y01016,Pharmaceuticals,Equity,540937
3686,Gujarat Hy-Spin Limited,GUJHYSPIN,Gujarat Hy-Spin Ltd,Active,M ,10,INE578V01013,Textiles,Equity,540938
3687,LORENZINI APPARELS LIMITED,LAL,Lorenzini Apparels Ltd,Active,M ,10,INE740X01015,Other Apparels & Accessories,Equity,540952
3688,Kenvi Jewels Limited,KENVI,Kenvi Jewels Ltd,Active,M ,10,INE923Y01015,Other Apparels & Accessories,Equity,540953
3689,The Indian Wood Products Co. Ltd.,IWP,The Indian Wood Products Company Ltd,Active,X ,2,INE586E01020,Forest Products,Equity,540954
3690,Tasty Dairy Specialities Limited,TDSL,Tasty Dairy Specialities Ltd,Active,B ,10,INE773Y01014,Packaged Foods,Equity,540955
3691,Bhatia Communications & Retail (India) Limited,BHATIA,Bhatia Communications & Retail (India) Ltd,Active,B ,10,INE341Z01017,Specialty Retail,Equity,540956
3692,Shiva Mills Limited,SHIVAMILLS,Shiva Mills Ltd,Active,B ,10,INE644Y01017,Textiles,Equity,540961
3693,Aster DM Healthcare Limited,ASTERDM,Aster Dm Healthcare Ltd,Active,A ,10,INE914M01019,Healthcare Services,Equity,540975
3694,The Yamuna Syndicate Ltd ,YSL,The Yamuna Syndicate Ltd,Active,X ,100,INE868X01014,Comm.Trading  & Distribution,Equity,540980
3695,Kotak Mahindra Mutual Fund,KTINDF4RG,Kotak India Growth Fund   Series 4 - Regular Plan Growth Option,Active,B ,10,INF174KA1GD3,-,Equity,540981
3696,Kotak Mahindra Mutual Fund,KTINDF4RD,Kotak India Growth Fund   Series 4 - Regular Plan Dividend Option,Active,B ,10,INF174KA1GE1,-,Equity,540982
3697,Kotak Mahindra Mutual Fund,KTINDF4DG,Kotak India Growth Fund Series 4 Direct Plan Dividend Option,Active,B ,10,INF174KA1GG6,-,Equity,540983
3698,Kotak Mahindra Mutual Fund,KTINDF4DD,Kotak India Growth Fund   Series 4 - Direct Plan Growth Option,Active,B ,10,INF174KA1GF8,-,Equity,540984
3699,KANCO TEA & INDUSTRIES LIMITED,KANCOTEA,Kanco Tea & Industries Ltd,Active,X ,10,INE398L01017,Tea & Coffee,Equity,541005
3700,Angel Fibers Limited,ANGEL,Angel Fibers Ltd,Active,M ,10,INE339Z01011,Textiles,Equity,541006
3701,H.G. Infra Engineering Limited,HGINFRA,H.G. Infra Engineering Ltd,Active,A ,10,INE926X01010,Construction & Engineering,Equity,541019
3706,East India Securities Limited,EIS,East India Securities Ltd,Active,M ,10,INE482Z01019,Other Financial Services,Equity,541053
3707,Axis Mutual Fund,AXISCBD1D,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Dividend Payout,Active,B ,10,INF846K01B77,-,Equity,541068
3708,Axis Mutual Fund,AXISCBDGG,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Growth,Active,B ,10,INF846K01B69,-,Equity,541069
3709,Axis Mutual Fund,AXISCBDPD,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Dividend Payout,Active,B ,10,INF846K01B93,-,Equity,541070
3710,Axis Mutual Fund,AXISCBGPG,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Growth,Active,B ,10,INF846K01B85,-,Equity,541071
3711,Inflame Appliances Limited,INFLAME,Inflame Appliances Ltd,Active,M ,10,INE464Z01017,Houseware,Equity,541083
3712,Aditya Birla Sun Life Mutual Fund,ABSLRIF6RG,Aditya Birla Sun Life Resurgent India Fund - Series 6- Regular Plan- Growth,Active,B ,10,INF209KB1LL4,-,Equity,541092
3713,Aditya Birla Sun Life Mutual Fund,ABSLRIF6RD,Aditya Birla Sun Life Resurgent India Fund - Series 6- Regular Plan- Dividend Payout,Active,B ,10,INF209KB1LM2,-,Equity,541093
3714,Aditya Birla Sun Life Mutual Fund,ABSLRIF6DG,Aditya Birla Sun Life Resurgent India Fund - Series 6- Direct Plan- Growth,Active,B ,10,INF209KB1LN0,-,Equity,541094
3715,Aditya Birla Sun Life Mutual Fund,ABSLRIF6DD,Aditya Birla Sun Life Resurgent India Fund - Series 6- Direct Plan- Dividend Payout,Active,B ,10,INF209KB1LO8,-,Equity,541095
3716,Bharat Parenterals Limited,BPLPHARMA,Bharat Parenterals Ltd,Active,XT,10,INE365Y01019,Pharmaceuticals,Equity,541096
3718,Shreeshay Engineers Limited,SHREESHAY,Shreeshay Engineers Ltd,Active,M ,10,INE452Z01012,Construction & Engineering,Equity,541112
3719,APEX CAPITAL AND FINANCE LIMITED,ACFL,Apex Capital And Finance Ltd,Active,XT,10,INE758W01019,Finance (including NBFCs),Equity,541133
3724,Bharat Dynamics Limited,BDL,Bharat Dynamics Ltd,Active,A ,10,INE171Z01018,Defence,Equity,541143
3725,Active Clothing Co  Limited,ACTIVE,Active Clothing Co Ltd,Active,M ,10,INE380Z01015,Other Apparels & Accessories,Equity,541144
3726,Ridings Consulting Engineers India Limited,RIDINGS,Ridings Consulting Engineers India Ltd,Active,M ,10,INE314Z01014,Consulting Services,Equity,541151
3727,Advitiya Trade India Limited,ADVITIYA,Advitiya Trade India Ltd,Active,M ,10,INE705X01018,Comm.Trading  & Distribution,Equity,541152
3728,Bandhan Bank Limited,BANDHANBNK,Bandhan Bank Ltd,Active,A ,10,INE545U01014,Banks,Equity,541153
3729,Hindustan Aeronautics Limited,HAL,Hindustan Aeronautics Ltd,Active,A ,10,INE066F01012,Aerospace,Equity,541154
3730,Karda Constructions Limited,KARDA,Karda Constructions Ltd,Active,T ,2,INE278R01026,Realty,Equity,541161
3731,Sandhar Technologies Limited,SANDHAR,Sandhar Technologies Ltd,Active,B ,10,INE278H01035,Auto Parts & Equipment,Equity,541163
3732,YASHO INDUSTRIES LIMITED,YASHO,Yasho Industries Ltd,Active,B ,10,INE616Z01012,Specialty Chemicals,Equity,541167
3733,Benara Bearings and Pistons Limited,BENARA,Benara Bearings And Pistons Ltd,Active,M ,10,INE495Z01011,Other Industrial Goods,Equity,541178
3734,ICICI Securities Limited,ISEC,Icici Securities Ltd,Active,A ,5,INE763G01038,Other Financial Services,Equity,541179
3735,Mishra Dhatu Nigam Limited,MIDHANI,Mishra Dhatu Nigam Ltd,Active,A ,10,INE099Z01011,Iron & Steel Products,Equity,541195
3736,Lex Nimble Solutions Limited,LEX,Lex Nimble Solutions Ltd,Active,M ,10,INE860Y01019,Consulting Services,Equity,541196
3737,Orissa Bengal Carrier Limited,OBCL,Orissa Bengal Carrier Ltd,Active,M ,10,INE426Z01016,Transportation - Logistics,Equity,541206
3742,Taylormade Renewables Limited,TRL,Taylormade Renewables Ltd,Active,M ,10,INE459Z01017,Industrial Machinery,Equity,541228
3743,Lemon Tree Hotels Limited,LEMONTREE,Lemon Tree Hotels Ltd,Active,A ,10,INE970X01018,Hotels,Equity,541233
3744,Aditya Birla Sun Life Mutual Fund,ABSLRIF7RG,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Regular Plan - Growth Option,Active,B ,10,INF209KB1NP1,-,Equity,541252
3745,Aditya Birla Sun Life Mutual Fund,ABSLRIF7RD,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Regular Plan - Dividend Payout,Active,B ,10,INF209KB1NQ9,-,Equity,541253
3746,Aditya Birla Sun Life Mutual Fund,ABSLRIF7DG,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Direct Plan - Growth Option,Active,B ,10,INF209KB1NR7,-,Equity,541254
3747,Aditya Birla Sun Life Mutual Fund,ABSLRIF7DD,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Direct Plan - Dividend Payout,Active,B ,10,INF209KB1NS5,-,Equity,541255
3752,Chemfab Alkalis Ltd,CHEMFABALKA,Chemfab Alkalis Ltd,Active,B ,10,INE783X01023,Commodity Chemicals,Equity,541269
3753,HARDWYN INDIA LIMITED,HARDWYN,Hardwyn India Ltd,Active,M ,10,INE626Z01011,Comm.Trading  & Distribution,Equity,541276
3757,DR LALCHANDANI LABS LIMITED,DLCL,Dr Lalchandani Labs Ltd,Active,M ,10,INE871Z01013,Healthcare Services,Equity,541299
3758,IndInfravit Trust,INDINFR,Indinfravit Trust,Active,IF,0,INE790Z23019,-,Equity,541300
3759,Orient Electric Limited,ORIENTELEC,Orient Electric Ltd,Active,A ,1,INE142Z01019,Consumer Electronics,Equity,541301
3760,Dhruv Consultancy Services Limited,DHRUV,Dhruv Consultancy Services Ltd,Active,M ,10,INE506Z01015,Construction & Engineering,Equity,541302
3761,Akshar Spintex Limited,AKSHAR,Akshar Spintex Ltd,Active,M ,10,INE256Z01017,Textiles,Equity,541303
3762,Indo US Bio-Tech Limited,INDOUS,Indo Us Bio-Tech Ltd,Active,M ,10,INE250Z01010,Other Agricultural Products,Equity,541304
3767,ICICI Prudential Mutual Fund,IPRU3095,Icici Prudential Bharat Consumption Fund - Series 2 - Cumulative Option,Active,B ,10,INF109KC1CV2,-,Equity,541309
3768,ICICI Prudential Mutual Fund,IPRU3096,Icici Prudential Bharat Consumption Fund - Series 2 - Dividend Option,Active,B ,10,INF109KC1CW0,-,Equity,541310
3769,ICICI Prudential Mutual Fund,IPRU9297,Icici Prudential Bharat Consumption Fund - Series 2 - Direct Plan Cumulative Option,Active,B ,10,INF109KC1CX8,-,Equity,541311
3770,ICICI Prudential Mutual Fund,IPRU9298,Icici Prudential Bharat Consumption Fund - Series 2 - Direct Plan Dividend Option,Active,B ,10,INF109KC1CY6,-,Equity,541312
3771,ICICI Prudential Mutual Fund,ICICI500,Icici Prudential S&P Bse 500 Etf,Active,B ,10,INF109KC1CZ3,-,Equity,541313
3778,IndoStar Capital Finance Limited,INDOSTAR,Indostar Capital Finance Ltd,Active,A ,10,INE896L01010,Finance (including NBFCs),Equity,541336
3779,Milestone Furniture Limited,MILEFUR,Milestone Furniture Ltd,Active,M ,10,INE424Z01011,Furniture-Furnishing-Paints,Equity,541337
3780,U. H. ZAVERI LIMITED,UHZAVERI,U. H. Zaveri Ltd,Active,M ,10,INE556Z01010,Other Apparels & Accessories,Equity,541338
3781,Parvati Sweetners and Power Ltd.,PARVATI,Parvati Sweetners And Power Ltd,Active,XT,5,INE295Z01015,Sugar,Equity,541347
3786,Megastar Foods Limited,MEGASTAR,Megastar Foods Ltd,Active,M ,10,INE00EM01016,Other Food Products,Equity,541352
3787,Innovators Facade Systems Limited,INNOVATORS,Innovators Facade Systems Ltd,Active,M ,10,INE870Z01015,Construction & Engineering,Equity,541353
3792,Shree Worstex Limited,SHWL,Shree Worstex Ltd,Active,XT,10,INE926R01012,Finance (including NBFCs),Equity,541358
3798,ZIM Laboratories Limited,ZIMLAB,Zim Laboratories Ltd,Active,XT,10,INE518E01015,Pharmaceuticals,Equity,541400
3799,Affordable Robotic & Automation Limited,AFFORDABLE,Affordable Robotic & Automation Ltd,Active,M ,10,INE692Z01013,Industrial Machinery,Equity,541402
3800,Dollar Industries Limited,DOLLAR,Dollar Industries Ltd,Active,A ,2,INE325C01035,Other Apparels & Accessories,Equity,541403
3801,NAKODA GROUP OF INDUSTRIES LIMITED,NGIL,Nakoda Group Of Industries Ltd,Active,M ,10,INE236Y01012,Packaged Foods,Equity,541418
3812,Palm Jewels Limited,PALMJEWELS,Palm Jewels Ltd,Active,T ,10,INE838Z01012,Other Apparels & Accessories,Equity,541444
3813,Waa Solar Limited,WAA,Waa Solar Ltd,Active,M ,10,INE799N01012,Other Elect.Equip./ Prod.,Equity,541445
3814,Adani Green Energy Limited,ADANIGREEN,Adani Green Energy Ltd,Active,T ,10,INE364U01010,Heavy Electrical Equipment,Equity,541450
3819,Unick Fix-A- Form and Printers Limited,UNICK,Unick Fix-A-Form And Printers Ltd,Active,XT,10,INE250G01010,Comm.Printing/Stationery,Equity,541503
3820,SOLARA ACTIVE PHARMA SCIENCES LIMITED,SOLARA,Solara Active Pharma Sciences Ltd,Active,A ,10,INE624Z01016,Pharmaceuticals,Equity,541540
3827,RITES Limited,RITES,Rites Ltd,Active,A ,10,INE320J01015,Construction & Engineering,Equity,541556
3828,Fine Organic Industries Limited,FINEORG,Fine Organic Industries Ltd,Active,A ,5,INE686Y01026,Specialty Chemicals,Equity,541557
3835,Varroc Engineering Limited,VARROC,Varroc Engineering Ltd,Active,A ,1,INE665L01035,Auto Parts & Equipment,Equity,541578
3839,Rajnish Wellness Limited,RAJNISH,Rajnish Wellness Ltd,Active,M ,10,INE685Z01017,Pharmaceuticals,Equity,541601
3846,HI-TECH WINDING SYSTEMS LIMITED,HITECHWIND,Hi-Tech Winding Systems Ltd,Active,XT,10,INE173V01013,Paper & Paper Products,Equity,541627
3847,Sophia Traexpo Limited,STRAEXPO,Sophia Traexpo Ltd,Active,XT,10,INE268X01017,Paper & Paper Products,Equity,541633
3848,Raw Edge Industrial Solutions Limited,RAWEDGE,Raw Edge Industrial Solutions Ltd,Active,B ,10,INE960Z01014,Construction Materials,Equity,541634
3863,ICICI Prudential Mutual Fund,IPRU3143,Icici Prudential Bharat Consumption Fund  - Series 3 - Cumulative Option,Active,B ,10,INF109KC1GQ3,-,Equity,541672
3864,ICICI Prudential Mutual Fund,IPRU3144,Icici Prudential Bharat Consumption Fund  - Series 3 - Dividend Payout Option,Active,B ,10,INF109KC1GR1,-,Equity,541673
3865,ICICI Prudential Mutual Fund,IPRU9345,Icici Prudential Bharat Consumption Fund  - Series 3 -  Direct Plan - Cumulative Option,Active,B ,10,INF109KC1GS9,-,Equity,541674
3866,ICICI Prudential Mutual Fund,IPRU9346,Icici Prudential Bharat Consumption Fund  - Series 3 - Direct Plan - Dividend Payout Option,Active,B ,10,INF109KC1GT7,-,Equity,541675
3872,TCNS Clothing Co. Limited,TCNSBRANDS,Tcns Clothing Co. Ltd,Active,A ,2,INE778U01029,Other Apparels & Accessories,Equity,541700
3873,Supershakti Metaliks Limited,SUPERSHAKT,Supershakti Metaliks Ltd,Active,M ,10,INE00SY01011,Iron & Steel Products,Equity,541701
3874,Ashnisha Industries Limited,ASHNI,Ashnisha Industries Ltd,Active,XT,10,INE694W01016,Comm.Trading  & Distribution,Equity,541702
3875,Ganesh Films India Limited,GFIL,Ganesh Films India Ltd,Active,M ,10,INE00WY01013,Specialty Retail,Equity,541703
3889,IDFC Mutual Fund,IDFCEOS6RG,Idfc Equity Opportunity - Series 6 - Regular Plan - Growth Option,Active,B ,10,INF194KA14U2,-,Equity,541725
3890,IDFC Mutual Fund,IDFCEOS6RD,Idfc Equity Opportunity - Series 6 - Regular Plan - Dividend Payout  Option,Active,B ,10,INF194KA15U9,-,Equity,541726
3891,IDFC Mutual Fund,IDFCEOS6DG,Idfc Equity Opportunity - Series 6 - Direct Plan - Growth Option,Active,B ,10,INF194KA17U5,-,Equity,541727
3892,IDFC Mutual Fund,IDFCEOS6DD,Idfc Equity Opportunity - Series 6 - Direct Plan - Dividend Payout Option,Active,B ,10,INF194KA18U3,-,Equity,541728
3893,HDFC Asset Management Company Limited,HDFCAMC,Hdfc Asset Management Company Ltd,Active,A ,5,INE127D01025,Asset Management Cos.,Equity,541729
3898,Vivanta Industries Limited,VIVANTA,Vivanta Industries Ltd,Active,XT,10,INE299W01014,Construction & Engineering,Equity,541735
3899,Tinna Trade Limited,TINNATFL,Tinna Trade Ltd,Active,X ,10,INE401Z01019,Comm.Trading  & Distribution,Equity,541741
3900,Tata Mutual Fund,TVF2D,Tata Value Fund Series  2 - Regular Plan  - Dividend Payout Option,Active,B ,10,INF277K014J5,-,Equity,541742
3901,Tata Mutual Fund,TVF2DZ,Tata Value Fund Series  2 - Direct Plan  - Dividend Payout Option,Active,B ,10,INF277K016J0,-,Equity,541743
3902,Tata Mutual Fund,TVF2G,Tata Value Fund Series  2 - Regular  Plan  - Growth Option,Active,B ,10,INF277K013J7,-,Equity,541744
3903,Tata Mutual Fund,TVF2GZ,Tata Value Fund Series  2 - Direct Plan  - Growth Option,Active,B ,10,INF277K015J2,-,Equity,541745
3923,CreditAccess Grameen Ltd.,CREDITACC,Creditaccess Grameen Ltd,Active,A ,10,INE741K01010,Finance (including NBFCs),Equity,541770
3924,AMIN TANNERY LIMITED,AMINTAN,Amin Tannery Ltd,Active,XT,1,INE572Z01017,Other Apparels & Accessories,Equity,541771
3931,Deep Polymers Limited,DEEP,Deep Polymers Ltd,Active,B ,10,INE00IY01012,Specialty Chemicals,Equity,541778
3952,Sungold Media and Entertainment Limited,SMEL,Sungold Media And Entertainment Ltd,Active,M ,10,INE266S01011,Advertising & Media,Equity,541799
3957,ICICI Prudential Mutual Fund,IPRU3168,Icici Pru Bharat Consumption Fund - Sr 4 - Cumulative,Active,B ,10,INF109KC1IU1,-,Equity,541804
3958,ICICI Prudential Mutual Fund,IPRU3169,Icici Pru Bharat Consumption Fund - Sr 4 - Dividend Payout Option,Active,B ,10,INF109KC1IV9,-,Equity,541805
3959,ICICI Prudential Mutual Fund,IPRU9370,Icici Pru Bharat Consumption Fund - Sr 4 - Direct Plan Cumulative,Active,B ,10,INF109KC1IW7,-,Equity,541806
3960,ICICI Prudential Mutual Fund,IPRU9371,Icici Pru Bharat Consumption Fund - Sr 4 - Direct Plan Dividend Payout,Active,B ,10,INF109KC1IX5,-,Equity,541807
3962,ICICI Prudential Mutual Fund,ICICINXT50,Icici Prudential Nifty Next 50 Etf,Active,B ,1,INF109KC1NS5,-,Equity,541809
4006,Add-Shop E-Retail Limited,ASRL,Add-Shop Eretail Ltd,Active,B ,10,INE01B501018,Distributors,Equity,541865
4020,Kotak Mahindra Mutual Fund,KTKIND7RG,Kotak India Growth Fund Series 7 - Regular Plan - Growth Option,Active,B ,10,INF174KA1509,-,Equity,541879
4022,Kotak Mahindra Mutual Fund,KTKIND7RD,Kotak India Growth Fund Series 7 - Regular Plan - Dividend Option,Active,B ,10,INF174KA1517,-,Equity,541881
4023,Kotak Mahindra Mutual Fund,KTKIND7DG,Kotak India Growth Fund Series 7 - Direct Plan - Growth Option,Active,B ,10,INF174KA1525,-,Equity,541882
4025,Kotak Mahindra Mutual Fund,KTKIND7DD,Kotak India Growth Fund Series 7 - Direct Plan - Dividend Option,Active,B ,10,INF174KA1533,-,Equity,541884
4031,Space Incubatrics Technologies Limited,SPACEINCUBA,Space Incubatrics Technologies Ltd,Active,X ,10,INE797Z01010,IT Consulting & Software,Equity,541890
4062,Synergy Green Industries Limited,SGIL,Synergy Green Industries Ltd,Active,B ,10,INE00QT01015,Other Industrial Products,Equity,541929
4073,Ranjeet Mechatronics Limited,RANJEET,Ranjeet Mechatronics Ltd,Active,M ,10,INE01A501019,Construction & Engineering,Equity,541945
4081,IRCON International Ltd,IRCON,Ircon International Ltd,Active,A ,2,INE962Y01021,Construction & Engineering,Equity,541956
4092,SKY GOLD LIMITED,SKYGOLD,Sky Gold Ltd,Active,M ,10,INE01IU01018,Other Apparels & Accessories,Equity,541967
4097,SBI Mutual Fund,SETFSN50,Sbi - Etf - Sensex Next 50,Active,B ,10,INF200KA1VQ2,-,Equity,541972
4098,Mac Hotels Limited,MACH,Mac Hotels Ltd,Active,M ,10,INE004Z01011,Hotels,Equity,541973
4099,Manorama Industries Limited,MANORAMA,Manorama Industries Ltd,Active,B ,10,INE00VM01010,Other Food Products,Equity,541974
4108,Innovative Ideals and Services (India) Limited,INNOVATIVE,Innovative Ideals And Services (India) Ltd,Active,M ,10,INE492Y01011,Sp.Consumer Services,Equity,541983
4109,Nippon India Mutual Fund,NIOSAG,Nippon India Mutual Fund  India Oppt Fd  Sr A Rg Gwth31Jn22,Active,B ,10,INF204KB1I24,-,Equity,541984
4110,Nippon India Mutual Fund,NIOSAD,Nippon India Mutual Fund  India Oppt Fd  Sr A Rg Dvp31Jn22,Active,B ,10,INF204KB1I32,-,Equity,541985
4111,Nippon India Mutual Fund,NIOSADG,Nippon India Mutual Fund  India Oppt Fd  Sr A Dr Gwth31Jn22,Active,B ,10,INF204KB1I40,-,Equity,541986
4112,Nippon India Mutual Fund,NIOSADD,Nippon India Mutual Fund  India Oppt Fd  Sr A Dr Dvp31Jn22,Active,B ,10,INF204KB1I57,-,Equity,541987
